Group	Old_Group	Name	Antigenic_Formula	Alt_Antigenic_Formula	Species	Subspecies	Subspecies_symbol	O	Alt_O	Phase1	Phase2	OtherH	Added_Supplement	Updated_Supplement
O:2	A	Paratyphi A	I 1,2,12:a:[1,5]	I [1],2,12:a:[1,5]	enterica	enterica	I	1,2,12	[1],2,12	a	[1,5]			
O:2	A	Nitra	I 2,12:g,m:–	I 2,12:g,m:–	enterica	enterica	I	2,12	2,12	g,m	–			
O:2	A	Kiel	I 1,2,12:g,p:–	I [1],2,12:g,p:–	enterica	enterica	I	1,2,12	[1],2,12	g,p	–			
O:2	A	Koessen	I 2,12:l,v:1,5	I 2,12:l,v:1,5	enterica	enterica	I	2,12	2,12	l,v	1,5			
O:4	B	Kisangani	I 1,4,[5],12:a:1,2	I [1],4,[5],12:a:1,2	enterica	enterica	I	1,4,[5],12	[1],4,[5],12	a	1,2			
O:4	B	Hessarek	I 4,12,[27]:a:1,5	I 4,12,[27]:a:1,5	enterica	enterica	I	4,12,[27]	4,12,[27]	a	1,5			
O:4	B	Fulica	I 4,[5],12:a:[1,5]	I 4,[5],12:a:[1,5]	enterica	enterica	I	4,[5],12	4,[5],12	a	[1,5]			
O:4	B	Arechavaleta	I 4,[5],12:a:1,7	I 4,[5],12:a:1,7	enterica	enterica	I	4,[5],12	4,[5],12	a	1,7			
O:4	B	Bispebjerg	I 1,4,[5],12:a:e,n,x	I [1],4,[5],12:a:e,n,x	enterica	enterica	I	1,4,[5],12	[1],4,[5],12	a	e,n,x			
O:4	B	Tinda	I 1,4,12,27:a:e,n,z15	I [1],4,12,27:a:e,n,z15	enterica	enterica	I	1,4,12,27	[1],4,12,27	a	e,n,z15			
O:4	B	II 1,4,[5],12,[27]:a:e,n,x	II 1,4,[5],12,[27]:a:e,n,x	II [1],4,[5],12,[27]:a:e,n,x	enterica	salamae	II	1,4,[5],12,[27]	[1],4,[5],12,[27]	a	e,n,x			
O:4	B	Huettwilen	I 1,4,12:a:l,w	I [1],4,12:a:l,w	enterica	enterica	I	1,4,12	[1],4,12	a	l,w			
O:4	B	Nakuru	I 1,4,12,27:a:z6	I [1],4,12,27:a:z6	enterica	enterica	I	1,4,12,27	[1],4,12,27	a	z6			
O:4	B	II 1,4,12,[27]:a:z39	II 1,4,12,[27]:a:z39	II [1],4,12,[27]:a:z39	enterica	salamae	II	1,4,12,[27]	[1],4,12,[27]	a	z39			
O:4	B	Paratyphi B	I 1,4,[5],12:b:1,2:[z5],[z33]	I [1],4,[5],12:b:1,2:[z5],[z33]	enterica	enterica	I	1,4,[5],12	[1],4,[5],12	b	1,2	[z5],[z33]		
O:4	B	Paratyphi B var. L(+) tartrate (= d–tartrate)+ I [1],4,[5],12:b:1,2:[z5],[z33] minimally congruent	I 1,4,[5],12:b:1,2:[z5],[z33]	I [1],4,[5],12:b:1,2:[z5],[z33]	enterica	enterica	I	1,4,[5],12	[1],4,[5],12	b	1,2	[z5],[z33]		
O:4	B	Limete	I 1,4,[5],12,[27]:b:1,5	I [1],4,[5],12,[27]:b:1,5	enterica	enterica	I	1,4,[5],12,[27]	[1],4,[5],12,[27]	b	1,5			47
O:4	B	II 4,12:b:1,5	II 4,12:b:1,5	II 4,12:b:1,5	enterica	salamae	II	4,12	4,12	b	1,5			
O:4	B	Canada	I 4,12,[27]:b:1,6	I 4,12,[27]:b:1,6	enterica	enterica	I	4,12,[27]	4,12,[27]	b	1,6			
O:4	B	Uppsala	I 1,4,12,27:b:1,7	I [1],4,12,27:b:1,7	enterica	enterica	I	1,4,12,27	[1],4,12,27	b	1,7			
O:4	B	Abony	I 1,4,[5],12,[27]:b:e,n,x	I [1],4,[5],12,[27]:b:e,n,x	enterica	enterica	I	1,4,[5],12,[27]	[1],4,[5],12,[27]	b	e,n,x			
O:4	B	II 1,4,[5],12,[27]:b:[e,n,x]	II 1,4,[5],12,[27]:b:[e,n,x]	II [1],4,[5],12,[27]:b:[e,n,x]	enterica	salamae	II	1,4,[5],12,[27]	[1],4,[5],12,[27]	b	[e,n,x]			
O:4	B	Wagenia	I 1,4,12,27:b:e,n,z15	I [1],4,12,27:b:e,n,z15	enterica	enterica	I	1,4,12,27	[1],4,12,27	b	e,n,z15			
O:4	B	Wien	I 1,4,12,[27]:b:l,w	I [1],4,12,[27]:b:l,w	enterica	enterica	I	1,4,12,[27]	[1],4,12,[27]	b	l,w			
O:4	B	Tripoli	I 1,4,12,27:b:z6	I [1],4,12,27:b:z6	enterica	enterica	I	1,4,12,27	[1],4,12,27	b	z6			
O:4	B	Schleissheim	I 4,12,27:b:–	I 4,12,27:b:–	enterica	enterica	I	4,12,27	4,12,27	b	–			
O:4	B	Legon	I 1,4,12,[27]:c:1,5	I [1],4,12,[27]:c:1,5	enterica	enterica	I	1,4,12,[27]	[1],4,12,[27]	c	1,5			
O:4	B	Abortusovis	I 4,12:c:1,6	I 4,12:c:1,6	enterica	enterica	I	4,12	4,12	c	1,6			
O:4	B	Altendorf	I 4,12,[27]:c:1,7	I 4,12,[27]:c:1,7	enterica	enterica	I	4,12,[27]	4,12,[27]	c	1,7			
O:4	B	Bissau	I 4,12:c:e,n,x	I 4,12:c:e,n,x	enterica	enterica	I	4,12	4,12	c	e,n,x			
O:4	B	Jericho	I 1,4,12,27:c:e,n,z15	I [1],4,12,27:c:e,n,z15	enterica	enterica	I	1,4,12,27	[1],4,12,27	c	e,n,z15			
O:4	B	Hallfold	I 1,4,12,27:c:l,w	I [1],4,12,27:c:l,w	enterica	enterica	I	1,4,12,27	[1],4,12,27	c	l,w			
O:4	B	Bury	I 4,12,27:c:z6	I 4,12,27:c:z6	enterica	enterica	I	4,12,27	4,12,27	c	z6			
O:4	B	Stanley	I 1,4,[5],12,[27]:d:1,2	I [1],4,[5],12,[27]:d:1,2	enterica	enterica	I	1,4,[5],12,[27]	[1],4,[5],12,[27]	d	1,2			
O:4	B	Eppendorf	I 1,4,12,[27]:d:1,5	I [1],4,12,[27]:d:1,5	enterica	enterica	I	1,4,12,[27]	[1],4,12,[27]	d	1,5			
O:4	B	Brezany	I 1,4,12,27:d:1,6	I [1],4,12,27:d:1,6	enterica	enterica	I	1,4,12,27	[1],4,12,27	d	1,6			
O:4	B	Schwarzengrund	I 1,4,12,27:d:1,7	I [1],4,12,27:d:1,7	enterica	enterica	I	1,4,12,27	[1],4,12,27	d	1,7			
O:4	B	II 4,12:d:e,n,x	II 4,12:d:e,n,x	II 4,12:d:e,n,x	enterica	salamae	II	4,12	4,12	d	e,n,x			
O:4	B	Sarajane	I 1,4,[5],12,[27]:d:e,n,x	I [1],4,[5],12,[27]:d:e,n,x	enterica	enterica	I	1,4,[5],12,[27]	[1],4,[5],12,[27]	d	e,n,x			
O:4	B	Duisburg	I 1,4,12,[27]:d:e,n,z15:[e,h]	I [1],4,12,[27]:d:e,n,z15:[e,h]	enterica	enterica	I	1,4,12,[27]	[1],4,12,[27]	d	e,n,z15	[e,h]		
O:4	B	Mons	I 1,4,12,27:d:l,w	I [1],4,12,27:d:l,w	enterica	enterica	I	1,4,12,27	[1],4,12,27	d	l,w			
O:4	B	Ayinde	I 1,4,12,27:d:z6	I [1],4,12,27:d:z6	enterica	enterica	I	1,4,12,27	[1],4,12,27	d	z6			
O:4	B	Chennai	I 4,12:d:z35	I 4,12:d:z35	enterica	enterica	I	4,12	4,12	d	z35			
O:4	B	Saintpaul	I 1,4,[5],12:e,h:1,2	I [1],4,[5],12:e,h:1,2	enterica	enterica	I	1,4,[5],12	[1],4,[5],12	e,h	1,2			
O:4	B	Reading	I 1,4,[5],12:e,h:1,5:[R1…]	I [1],4,[5],12:e,h:1,5:[R1…]	enterica	enterica	I	1,4,[5],12	[1],4,[5],12	e,h	1,5	[R1…]		
O:4	B	Eko	I 4,12:e,h:1,6	I 4,12:e,h:1,6	enterica	enterica	I	4,12	4,12	e,h	1,6			
O:4	B	Kaapstad	I 4,12:e,h:1,7	I 4,12:e,h:1,7	enterica	enterica	I	4,12	4,12	e,h	1,7			
O:4	B	Chester	I 1,4,[5],12:e,h:e,n,x	I [1],4,[5],12:e,h:e,n,x	enterica	enterica	I	1,4,[5],12	[1],4,[5],12	e,h	e,n,x			
O:4	B	Sandiego	I 1,4,[5],12:e,h:e,n,z15	I [1],4,[5],12:e,h:e,n,z15	enterica	enterica	I	1,4,[5],12	[1],4,[5],12	e,h	e,n,z15			
O:4	B	Chartres	I 1,4,12:e,h:l,w	I [1],4,12:e,h:l,w	enterica	enterica	I	1,4,12	[1],4,12	e,h	l,w			
O:4	B	II 4,12:e,n,x:1,2,7	II 4,12:e,n,x:1,2,7	II 4,12:e,n,x:1,2,7	enterica	salamae	II	4,12	4,12	e,n,x	1,2,7			
O:4	B	II 1,4,12,[27]:e,n,x:1,[5],7	II 1,4,12,[27]:e,n,x:1,[5],7	II [1],4,12,[27]:e,n,x:1,[5],7	enterica	salamae	II	1,4,12,[27]	[1],4,12,[27]	e,n,x	1,[5],7			
O:4	B	Derby	I 1,4,[5],12:f,g:[1,2]	I [1],4,[5],12:f,g:[1,2]	enterica	enterica	I	1,4,[5],12	[1],4,[5],12	f,g	[1,2]			
O:4	B	Agona	I 1,4,[5],12:f,g,s:[1,2]:[z27],[z45]	I [1],4,[5],12:f,g,s:[1,2]:[z27],[z45]	enterica	enterica	I	1,4,[5],12	[1],4,[5],12	f,g,s	[1,2]	[z27],[z45]		
O:4	B	II 1,4,[5],12:f,g,t:z6:z42	II 1,4,[5],12:f,g,t:z6:z42	II [1],4,[5],12:f,g,t:z6:z42	enterica	salamae	II	1,4,[5],12	[1],4,[5],12	f,g,t	z6	z42		
O:4	B	Essen	I 4,12:g,m:–	I 4,12:g,m:–	enterica	enterica	I	4,12	4,12	g,m	–			
O:4	B	Hato	I 1,4,[5],12:g,m,s:[1,2]	I [1],4,[5],12:g,m,s:[1,2]	enterica	enterica	I	1,4,[5],12	[1],4,[5],12	g,m,s	[1,2]			
O:4	B	II 1,4,12,[27]:g,[m],[s],t:e,n,x	II 1,4,12,[27]:g,[m],[s],t:e,n,x	II [1],4,12,[27]:g,[m],[s],t:e,n,x	enterica	salamae	II	1,4,12,[27]	[1],4,12,[27]	g,[m],[s],t	e,n,x			
O:4	B	II 1,4,12,[27]:g,[m],t:[1,5]	II 1,4,12,[27]:g,[m],t:[1,5]	II [1],4,12,[27]:g,[m],t:[1,5]	enterica	salamae	II	1,4,12,[27]	[1],4,12,[27]	g,[m],t	[1,5]			
O:4	B	II 4,12:g,m,t:z39	II 4,12:g,m,t:z39	II 4,12:g,m,t:z39	enterica	salamae	II	4,12	4,12	g,m,t	z39			
O:4	B	California	I 4,12:g,m,t:[z67]	I 4,12:g,m,t:[z67]	enterica	enterica	I	4,12	4,12	g,m,t	[z67]			
O:4	B	Kingston	I 1,4,[5],12,[27]:g,s,t:[1,2]:z43	I [1],4,[5],12,[27]:g,s,t:[1,2]:z43	enterica	enterica	I	1,4,[5],12,[27]	[1],4,[5],12,[27]	g,s,t	[1,2]	z43		
O:4	B	Budapest	I 1,4,12,[27]:g,t:–	I [1],4,12,[27]:g,t:–	enterica	enterica	I	1,4,12,[27]	[1],4,12,[27]	g,t	–			
O:4	B	Travis	I 4,[5],12:g,z51:1,7	I 4,[5],12:g,z51:1,7	enterica	enterica	I	4,[5],12	4,[5],12	g,z51	1,7			
O:4	B	Tennyson	I 4,[5],12:g,z51:e,n,z15	I 4,[5],12:g,z51:e,n,z15	enterica	enterica	I	4,[5],12	4,[5],12	g,z51	e,n,z15			
O:4	B	II 4,12:g,z62:–	II 4,12:g,z62:–	II 4,12:g,z62:–	enterica	salamae	II	4,12	4,12	g,z62	–			
O:4	B	Banana	I 1,4,[5],12:m,t:[1,5]	I [1],4,[5],12:m,t:[1,5]	enterica	enterica	I	1,4,[5],12	[1],4,[5],12	m,t	[1,5]			
O:4	B	Madras	I 4,[5],12:m,t:e,n,z15	I 4,[5],12:m,t:e,n,z15	enterica	enterica	I	4,[5],12	4,[5],12	m,t	e,n,z15			
O:4	B	Typhimurium	I 1,4,[5],12:i:1,2	I [1],4,[5],12:i:1,2	enterica	enterica	I	1,4,[5],12	[1],4,[5],12	i	1,2			
O:4	B	Lagos	I 1,4,[5],12:i:1,5	I [1],4,[5],12:i:1,5	enterica	enterica	I	1,4,[5],12	[1],4,[5],12	i	1,5			
O:4	B	Agama	I 4,12:i:1,6	I 4,12:i:1,6	enterica	enterica	I	4,12	4,12	i	1,6			
O:4	B	Farsta	I 4,12:i:e,n,x	I 4,12:i:e,n,x	enterica	enterica	I	4,12	4,12	i	e,n,x			
O:4	B	Tsevie	I 1,4,12:i:e,n,z15	I [1],4,12:i:e,n,z15	enterica	enterica	I	1,4,12	[1],4,12	i	e,n,z15			
O:4	B	Gloucester	I 1,4,12,27:i:l,w	I [1],4,12,27:i:l,w	enterica	enterica	I	1,4,12,27	[1],4,12,27	i	l,w			
O:4	B	Tumodi	I 1,4,12:i:z6	I [1],4,12:i:z6	enterica	enterica	I	1,4,12	[1],4,12	i	z6			
O:4	B	II 4,12,27:i:z35	II 4,12,27:i:z35	II 4,12,27:i:z35	enterica	salamae	II	4,12,27	4,12,27	i	z35			
O:4	B	Massenya	I 1,4,12,27:k:1,5	I [1],4,12,27:k:1,5	enterica	enterica	I	1,4,12,27	[1],4,12,27	k	1,5			
O:4	B	Neumuenster	I 1,4,12,27:k:1,6	I [1],4,12,27:k:1,6	enterica	enterica	I	1,4,12,27	[1],4,12,27	k	1,6			
O:4	B	II 1,4,12,27:k:1,6	II 1,4,12,27:k:1,6	II [1],4,12,27:k:1,6	enterica	salamae	II	1,4,12,27	[1],4,12,27	k	1,6			
O:4	B	Ljubljana	I 4,12,27:k:e,n,x	I 4,12,27:k:e,n,x	enterica	enterica	I	4,12,27	4,12,27	k	e,n,x			
O:4	B	Texas	I 4,[5],12:k:e,n,z15	I 4,[5],12:k:e,n,z15	enterica	enterica	I	4,[5],12	4,[5],12	k	e,n,z15			
O:4	B	Fyris	I 4,[5],12:l,v:1,2	I 4,[5],12:l,v:1,2	enterica	enterica	I	4,[5],12	4,[5],12	l,v	1,2			
O:4	B	Azteca	I 1,4,[5],12,[27]:l,v:1,5	I [1],4,[5],12,[27]:l,v:1,5	enterica	enterica	I	1,4,[5],12,[27]	[1],4,[5],12,[27]	l,v	1,5			47
O:4	B	Clackamas	I 4,12:l,v:1,6	I 4,12:l,v:1,6	enterica	enterica	I	4,12	4,12	l,v	1,6			
O:4	B	Bredeney	I 1,4,12,27:l,v:1,7:[z40]	I [1],4,12,27:l,v:1,7:[z40]	enterica	enterica	I	1,4,12,27	[1],4,12,27	l,v	1,7	[z40]		
O:4	B	Kimuenza	I 1,4,12,27:l,v:e,n,x	I [1],4,12,27:l,v:e,n,x	enterica	enterica	I	1,4,12,27	[1],4,12,27	l,v	e,n,x			
O:4	B	II 1,4,12,27:l,v:e,n,x	II 1,4,12,27:l,v:e,n,x	II [1],4,12,27:l,v:e,n,x	enterica	salamae	II	1,4,12,27	[1],4,12,27	l,v	e,n,x			
O:4	B	Brandenburg	I 4,[5],12:l,v:e,n,z15	I 4,[5],12:l,v:e,n,z15	enterica	enterica	I	4,[5],12	4,[5],12	l,v	e,n,z15			
O:4	B	II 1,4,12,27:l,v:z39	II 1,4,12,27:l,v:z39	II [1],4,12,27:l,v:z39	enterica	salamae	II	1,4,12,27	[1],4,12,27	l,v	z39			
O:4	B	Mono	I 4,12:l,w:1,5	I 4,12:l,w:1,5	enterica	enterica	I	4,12	4,12	l,w	1,5			
O:4	B	Togo	I 4,12:l,w:1,6	I 4,12:l,w:1,6	enterica	enterica	I	4,12	4,12	l,w	1,6			
O:4	B	II 4,12:l,w:e,n,x	II 4,12:l,w:e,n,x	II 4,12:l,w:e,n,x	enterica	salamae	II	4,12	4,12	l,w	e,n,x			
O:4	B	Blancmesnil	I 4,12:l,w:e,n,z15	I 4,12:l,w:e,n,z15	enterica	enterica	I	4,12	4,12	l,w	e,n,z15			
O:4	B	Ayton	I 1,4,12,27:l,w:z6	I [1],4,12,27:l,w:z6	enterica	enterica	I	1,4,12,27	[1],4,12,27	l,w	z6			
O:4	B	Kunduchi	I 1,4,[5],12,[27]:l,[z13],[z28]:1,2	I [1],4,[5],12,[27]:l,[z13],[z28]:1,2	enterica	enterica	I	1,4,[5],12,[27]	[1],4,[5],12,[27]	l,[z13],[z28]	1,2			
O:4	B	Tyresoe	I 1,4,12,[27]:l,[z13],z28:1,5	I [1],4,12,[27]:l,[z13],z28:1,5	enterica	enterica	I	1,4,12,[27]	[1],4,12,[27]	l,[z13],z28	1,5			
O:4	B	Haduna	I 4,12:l,z13,[z28]:1,6	I 4,12:l,z13,[z28]:1,6	enterica	enterica	I	4,12	4,12	l,z13,[z28]	1,6			
O:4	B	Kubacha	I 1,4,12,27:l,z13,z28:1,7	I [1],4,12,27:l,z13,z28:1,7	enterica	enterica	I	1,4,12,27	[1],4,12,27	l,z13,z28	1,7			
O:4	B	Kano	I 1,4,12,27:l,z13,z28:e,n,x	I [1],4,12,27:l,z13,z28:e,n,x	enterica	enterica	I	1,4,12,27	[1],4,12,27	l,z13,z28	e,n,x			
O:4	B	Vom	I 1,4,12,27:l,z13,z28:e,n,z15	I [1],4,12,27:l,z13,z28:e,n,z15	enterica	enterica	I	1,4,12,27	[1],4,12,27	l,z13,z28	e,n,z15			
O:4	B	Reinickendorf	I 4,12:l,z28:e,n,x	I 4,12:l,z28:e,n,x	enterica	enterica	I	4,12	4,12	l,z28	e,n,x			
O:4	B	II 1,4,12:l,z28:[e,n,x]	II 1,4,12:l,z28:[e,n,x]	II [1],4,12:l,z28:[e,n,x]	enterica	salamae	II	1,4,12	[1],4,12	l,z28	[e,n,x]			
O:4	B	Heidelberg	I 1,4,[5],12:r:1,2	I [1],4,[5],12:r:1,2	enterica	enterica	I	1,4,[5],12	[1],4,[5],12	r	1,2			
O:4	B	Bradford	I 4,12,[27]:r:1,5	I 4,12,[27]:r:1,5	enterica	enterica	I	4,12,[27]	4,12,[27]	r	1,5			
O:4	B	Winneba	I 4,12:r:1,6	I 4,12:r:1,6	enterica	enterica	I	4,12	4,12	r	1,6			
O:4	B	Remo	I 1,4,12,27:r:1,7	I [1],4,12,27:r:1,7	enterica	enterica	I	1,4,12,27	[1],4,12,27	r	1,7			
O:4	B	Bochum	I 1,4,[5],12:r:l,w	I [1],4,[5],12:r:l,w	enterica	enterica	I	1,4,[5],12	[1],4,[5],12	r	l,w			
O:4	B	Southampton	I 4,12,27:r:z6	I 4,12,27:r:z6	enterica	enterica	I	4,12,27	4,12,27	r	z6			
O:4	B	Drogana	I 1,4,12,27:r,[i]:e,n,z15	I [1],4,12,27:r,[i]:e,n,z15	enterica	enterica	I	1,4,12,27	[1],4,12,27	r,[i]	e,n,z15			
O:4	B	Africana	I 4,12:r,i:l,w	I 4,12:r,i:l,w	enterica	enterica	I	4,12	4,12	r,i	l,w			
O:4	B	Coeln	I 1,4,[5],12:y:1,2	I [1],4,[5],12:y:1,2	enterica	enterica	I	1,4,[5],12	[1],4,[5],12	y	1,2			
O:4	B	Trachau	I 4,12,27:y:1,5	I 4,12,27:y:1,5	enterica	enterica	I	4,12,27	4,12,27	y	1,5			
O:4	B	Finaghy	I 4,12:y:1,6	I 4,12:y:1,6	enterica	enterica	I	4,12	4,12	y	1,6			
O:4	B	Teddington	I 1,4,12,27:y:1,7	I [1],4,12,27:y:1,7	enterica	enterica	I	1,4,12,27	[1],4,12,27	y	1,7			
O:4	B	Ball	I 1,4,[5],12,[27]:y:e,n,x	I v,4,[5],12,[27]:y:e,n,x	enterica	enterica	I	1,4,[5],12,[27]	v,4,[5],12,[27]	y	e,n,x			
O:4	B	Jos	I 1,4,12,27:y:e,n,z15	I [1],4,12,27:y:e,n,z15	enterica	enterica	I	1,4,12,27	[1],4,12,27	y	e,n,z15			
O:4	B	Kamoru	I 1,4,12,27:y:z6	I [1],4,12,27:y:z6	enterica	enterica	I	1,4,12,27	[1],4,12,27	y	z6			
O:4	B	Shubra	I 4,[5],12:z:1,2	I 4,[5],12:z:1,2	enterica	enterica	I	4,[5],12	4,[5],12	z	1,2			
O:4	B	Kiambu	I 1,4,12:z:1,5	I [1],4,12:z:1,5	enterica	enterica	I	1,4,12	[1],4,12	z	1,5			
O:4	B	II 1,4,12,27:z:1,5	II 1,4,12,27:z:1,5	II [1],4,12,27:z:1,5	enterica	salamae	II	1,4,12,27	[1],4,12,27	z	1,5			
O:4	B	Loubomo	I 4,12:z:1,6	I 4,12:z:1,6	enterica	enterica	I	4,12	4,12	z	1,6			
O:4	B	Indiana	I 1,4,12:z:1,7	I [1],4,12:z:1,7	enterica	enterica	I	1,4,12	[1],4,12	z	1,7			
O:4	B	II 4,12:z:1,7	II 4,12:z:1,7	II 4,12:z:1,7	enterica	salamae	II	4,12	4,12	z	1,7			
O:4	B	Neftenbach	I 4,12:z:e,n,x	I 4,12:z:e,n,x	enterica	enterica	I	4,12	4,12	z	e,n,x			
O:4	B	II 1,4,12,27:z:e,n,x	II 1,4,12,27:z:e,n,x	II [1],4,12,27:z:e,n,x	enterica	salamae	II	1,4,12,27	[1],4,12,27	z	e,n,x			
O:4	B	Koenigstuhl	I 1,4,[5],12:z:e,n,z15	I [1],4,[5],12:z:e,n,z15	enterica	enterica	I	1,4,[5],12	[1],4,[5],12	z	e,n,z15			
O:4	B	Preston	I 1,4,12:z:l,w	I [1],4,12:z:l,w	enterica	enterica	I	1,4,12	[1],4,12	z	l,w			
O:4	B	Entebbe	I 1,4,12,27:z:z6	I [1],4,12,27:z:z6	enterica	enterica	I	1,4,12,27	[1],4,12,27	z	z6			
O:4	B	II 4,12:z:z39	II 4,12:z:z39	II 4,12:z:z39	enterica	salamae	II	4,12	4,12	z	z39			
O:4	B	Stanleyville	I 1,4,[5],12,[27]:z4,z23:[1,2]	I [1],4,[5],12,[27]:z4,z23:[1,2]	enterica	enterica	I	1,4,[5],12,[27]	[1],4,[5],12,[27]	z4,z23	[1,2]			
O:4	B	Stanleyville var. 27+	I 1,4,[5],12,27:z4,z23:[1,2]	I [1],4,[5],12,27:z4,z23:[1,2]	enterica	enterica	I	1,4,[5],12,27	[1],4,[5],12,27	z4,z23	[1,2]			
O:4	B	Perrosguirec	I 4,12:z4,z23:e,n,z15	I 4,12:z4,z23:e,n,z15	enterica	enterica	I	4,12	4,12	z4,z23	e,n,z15		48	
O:4	B	Vuadens	I 4,12,27:z4,z23:z6	I 4,12,27:z4,z23:z6	enterica	enterica	I	4,12,27	4,12,27	z4,z23	z6			
O:4	B	Kalamu	I 1,4,[5],12:z4,z24:[1,5]	I [1],4,[5],12:z4,z24:[1,5]	enterica	enterica	I	1,4,[5],12	[1],4,[5],12	z4,z24	[1,5]			
O:4	B	Haifa	I 1,4,[5],12:z10:1,2	I [1],4,[5],12:z10:1,2	enterica	enterica	I	1,4,[5],12	[1],4,[5],12	z10	1,2			
O:4	B	Ituri	I 1,4,12:z10:1,5	I [1],4,12:z10:1,5	enterica	enterica	I	1,4,12	[1],4,12	z10	1,5			
O:4	B	Tudu	I 4,12:z10:1,6	I 4,12:z10:1,6	enterica	enterica	I	4,12	4,12	z10	1,6			
O:4	B	Harrow	I 4,12:z10:1,7	I 4,12:z10:1,7	enterica	enterica	I	4,12	4,12	z10	1,7		48	
O:4	B	Albert	I 4,12:z10:e,n,x	I 4,12:z10:e,n,x	enterica	enterica	I	4,12	4,12	z10	e,n,x			
O:4	B	Tokoin	I 4,12:z10:e,n,z15	I 4,12:z10:e,n,z15	enterica	enterica	I	4,12	4,12	z10	e,n,z15			
O:4	B	Mura	I 1,4,12:z10:l,w	I [1],4,12:z10:l,w	enterica	enterica	I	1,4,12	[1],4,12	z10	l,w			
O:4	B	Fortune	I 1,4,12,[27]:z10:z6	I [1],4,12,[27]:z10:z6	enterica	enterica	I	1,4,12,[27]	[1],4,12,[27]	z10	z6			
O:4	B	Vellore	I 1,4,12,27:z10:z35	I [1],4,12,27:z10:z35	enterica	enterica	I	1,4,12,27	[1],4,12,27	z10	z35			
O:4	B	Brancaster	I 1,4,12,27:z29:–	I [1],4,12,27:z29:–	enterica	enterica	I	1,4,12,27	[1],4,12,27	z29	–			
O:4	B	II 1,4,12:z29:e,n,x	II 1,4,12:z29:e,n,x	II [1],4,12:z29:e,n,x	enterica	salamae	II	1,4,12	[1],4,12	z29	e,n,x			
O:4	B	Pasing	I 4,12:z35:1,5	I 4,12:z35:1,5	enterica	enterica	I	4,12	4,12	z35	1,5			
O:4	B	Tafo	I 1,4,12,27:z35:1,7	I [1],4,12,27:z35:1,7	enterica	enterica	I	1,4,12,27	[1],4,12,27	z35	1,7			
O:4	B	Sloterdijk	I 1,4,12,27:z35:z6	I [1],4,12,27:z35:z6	enterica	enterica	I	1,4,12,27	[1],4,12,27	z35	z6			
O:4	B	Yaounde	I 1,4,12,27:z35:e,n,z15	I [1],4,12,27:z35:e,n,z15	enterica	enterica	I	1,4,12,27	[1],4,12,27	z35	e,n,z15			
O:4	B	Tejas	I 4,12:z36:–	I 4,12:z36:–	enterica	enterica	I	4,12	4,12	z36	–			
O:4	B	Yverdon	I 1,4,12:z38:1,5	I [1],4,12:z38:1,5	enterica	enterica	I	1,4,12	[1],4,12	z38	1,5		48	
O:4	B	Wilhelmsburg	I 1,4,[5],12,[27]:z38:[e,n,z15]	I [1],4,[5],12,[27]:z38:[e,n,z15]	enterica	enterica	I	1,4,[5],12,[27]	[1],4,[5],12,[27]	z38	[e,n,z15]			
O:4	B	II 1,4,12,[27]:z39:1,[5],7	II 1,4,12,[27]:z39:1,[5],7	II [1],4,12,[27]:z39:1,[5],7	enterica	salamae	II	1,4,12,[27]	[1],4,12,[27]	z39	1,[5],7			
O:4	B	Thayngen	I 1,4,12,27:z41:1,(2),5	I [1],4,12,27:z41:1,(2),5	enterica	enterica	I	1,4,12,27	[1],4,12,27	z41	1,(2),5			
O:4	B	Maska	I 1,4,12,27:z41:e,n,z15	I [1],4,12,27:z41:e,n,z15	enterica	enterica	I	1,4,12,27	[1],4,12,27	z41	e,n,z15			
O:4	B	Abortusequi	I 4,12:–:e,n,x	I 4,12:–:e,n,x	enterica	enterica	I	4,12	4,12	–	e,n,x			
O:4	B	Mygdal	I 4,12:z91:–	I 4,12:z91:–	enterica	enterica	I	4,12	4,12	z91	–			
O:7	C1	Sanjuan	I 6,7:a:1,5	I 6,7:a:1,5	enterica	enterica	I	6,7	6,7	a	1,5			
O:7	C1	II 6,7,14:a:1,5	II 6,7,14:a:1,5	II 6,7,[14]:a:1,5	enterica	salamae	II	6,7,14	6,7,[14]	a	1,5			
O:7	C1	Umhlali	I 6,7:a:1,6	I 6,7:a:1,6	enterica	enterica	I	6,7	6,7	a	1,6			
O:7	C1	Austin	I 6,7:a:1,7	I 6,7:a:1,7	enterica	enterica	I	6,7	6,7	a	1,7			
O:7	C1	Oslo	I 6,7,14:a:e,n,x	I 6,7,[14]:a:e,n,x	enterica	enterica	I	6,7,14	6,7,[14]	a	e,n,x			
O:7	C1	Denver	I 6,7:a:e,n,z15	I 6,7:a:e,n,z15	enterica	enterica	I	6,7	6,7	a	e,n,z15			
O:7	C1	Coleypark	I 6,7,14:a:l,w	I 6,7,[14]:a:l,w	enterica	enterica	I	6,7,14	6,7,[14]	a	l,w			
O:7	C1	Damman	I 6,7,14:a:z6	I 6,7,[14]:a:z6	enterica	enterica	I	6,7,14	6,7,[14]	a	z6			
O:7	C1	II 6,7:a:z6	II 6,7:a:z6	II 6,7:a:z6	enterica	salamae	II	6,7	6,7	a	z6			
O:7	C1	II 6,7:a:z42	II 6,7:a:z42	II 6,7:a:z42	enterica	salamae	II	6,7	6,7	a	z42			
