Group	Old_Group	Name	Antigenic_Formula	Alt_Antigenic_Formula	Species	Subspecies	Subspecies_symbol	O	Alt_O	Phase1	Phase2	OtherH	Added_Supplement	Updated_Supplement
O:43	U	IV 43:z4,z24:–	IV 43:z4,z24:–	IV 43:z4,z24:–	enterica	houtenae	IV	43	43	z4,z24	–			
O:43	U	IV 43:z4,z32:–	IV 43:z4,z32:–	IV 43:z4,z32:–	enterica	houtenae	IV	43	43	z4,z32	–			
O:43	U	Adana	I 43:z10:1,5	I 43:z10:1,5	enterica	enterica	I	43	43	z10	1,5			
O:43	U	II 43:z29:e,n,x	II 43:z29:e,n,x	II 43:z29:e,n,x	enterica	salamae	II	43	43	z29	e,n,x			
O:43	U	II 43:z29:z42	II 43:z29:z42	II 43:z29:z42	enterica	salamae	II	43	43	z29	z42			
O:43	U	Makiling	I 43:z29:–	I 43:z29:–	enterica	enterica	I	43	43	z29	–			
O:43	U	IIIa 43:z29:–	IIIa 43:z29:–	IIIa 43:z29:–	enterica	arizonae	IIIa	43	43	z29	–			
O:43	U	IV 43:z29:–	IV 43:z29:–	IV 43:z29:–	enterica	houtenae	IV	43	43	z29	–			
O:43	U	Ahepe	I 43:z35:1,6	I 43:z35:1,6	enterica	enterica	I	43	43	z35	1,6			
O:43	U	IIIa 43:z36:–	IIIa 43:z36:–	IIIa 43:z36:–	enterica	arizonae	IIIa	43	43	z36	–			
O:43	U	IV 43:z36,z38:–	IV 43:z36,z38:–	IV 43:z36,z38:–	enterica	houtenae	IV	43	43	z36,z38	–			
O:43	U	Irigny	I 43:z38:–	I 43:z38:–	enterica	enterica	I	43	43	z38	–			
O:43	U	Darfur	I 43:z41:1,2	I 43:z41:1,2	enterica	enterica	I	43	43	z41	1,2		47	
O:43	U	II 43:z42:[1,5,7]	II 43:z42:[1,5,7]	II 43:z42:[1,5,7]	enterica	salamae	II	43	43	z42	[1,5,7]			
O:43	U	IIIb 43:z52:z53	IIIb 43:z52:z53	IIIb 43:z52:z53	enterica	diarizonae	IIIb	43	43	z52	z53			
O:44	V	IV 44:a:–	IV 44:a:–	IV 44:a:–	enterica	houtenae	IV	44	44	a	–			
O:44	V	Niakhar	I 44:a:1,5	I 44:a:1,5	enterica	enterica	I	44	44	a	1,5			
O:44	V	Tiergarten	I 44:a:e,n,x	I 44:a:e,n,x	enterica	enterica	I	44	44	a	e,n,x			
O:44	V	Niarembe	I 44:a:l,w	I 44:a:l,w	enterica	enterica	I	44	44	a	l,w			
O:44	V	Shahalam	I 44:b:1,6	I 44:b:1,6	enterica	enterica	I	44	44	b	1,6			
O:44	V	Elbeuf	I 44:b:e,n,x	I 44:b:e,n,x	enterica	enterica	I	44	44	b	e,n,x			
O:44	V	Sedgwick	I 44:b:e,n,z15	I 44:b:e,n,z15	enterica	enterica	I	44	44	b	e,n,z15			
O:44	V	Madigan	I 44:c:1,5	I 44:c:1,5	enterica	enterica	I	44	44	c	1,5			
O:44	V	Bergerac	I 44:c:e,n,x	I 44:c:e,n,x	enterica	enterica	I	44	44	c	e,n,x		48	
O:44	V	Quebec	I 44:c:e,n,z15	I 44:c:e,n,z15	enterica	enterica	I	44	44	c	e,n,z15			
O:44	V	Bobo	I 44:d:1,5	I 44:d:1,5	enterica	enterica	I	44	44	d	1,5			
O:44	V	Kermel	I 44:d:e,n,x	I 44:d:e,n,x	enterica	enterica	I	44	44	d	e,n,x			
O:44	V	Fischerstrasse	I 44:d:e,n,z15	I 44:d:e,n,z15	enterica	enterica	I	44	44	d	e,n,z15			
O:44	V	Palamaner	I 1,44:d:z35	I [1],44:d:z35	enterica	enterica	I	1,44	[1],44	d	z35			
O:44	V	II 1,44:e,n,x:1,6	II 1,44:e,n,x:1,6	II [1],44:e,n,x:1,6	enterica	salamae	II	1,44	[1],44	e,n,x	1,6			
O:44	V	Vleuten	I 44:f,g:–	I 44:f,g:–	enterica	enterica	I	44	44	f,g	–			
O:44	V	Gamaba	I 1,44:g,m,[s]:[1,6]	I [1],44:g,m,[s]:[1,6]	enterica	enterica	I	1,44	[1],44	g,m,[s]	[1,6]			
O:44	V	Splott	I 44:g,s,t:[1,7]	I 44:g,s,t:[1,7]	enterica	enterica	I	44	44	g,s,t	[1,7]			
O:44	V	II 44:g,t:z42	II 44:g,t:z42	II 44:g,t:z42	enterica	salamae	II	44	44	g,t	z42			
O:44	V	IIIb 1,44:g,t:1,5:z42	IIIb 1,44:g,t:1,5:z42	IIIb [1],44:g,t:1,5:z42	enterica	diarizonae	IIIb	1,44	[1],44	g,t	1,5	z42		
O:44	V	Carswell	I 44:g,z51:–	I 44:g,z51:–	enterica	enterica	I	44	44	g,z51	–			
O:44	V	IV 44:g,z51:–	IV 44:g,z51:–	IV 44:g,z51:–	enterica	houtenae	IV	44	44	g,z51	–			
O:44	V	Muguga	I 44:m,t:–	I 44:m,t:–	enterica	enterica	I	44	44	m,t	–			
O:44	V	II 1,44:m,t:z42	II 1,44:m,t:z42	II [1],44:m,t:z42	enterica	salamae	II	1,44	[1],44	m,t	z42			
O:44	V	Maritzburg	I 1,44:i:e,n,z15	I [1],44:i:e,n,z15	enterica	enterica	I	1,44	[1],44	i	e,n,z15			
O:44	V	Lawra	I 44:k:e,n,z15	I 44:k:e,n,z15	enterica	enterica	I	44	44	k	e,n,z15			
O:44	V	Malika	I 44:l,z28:1,5	I 44:l,z28:1,5	enterica	enterica	I	44	44	l,z28	1,5			
O:44	V	Albertbanjul	I 44:r:1,5	I 44:r:1,5	enterica	enterica	I	44	44	r	1,5			
O:44	V	Brefet	I 44:r:e,n,z15	I 44:r:e,n,z15	enterica	enterica	I	44	44	r	e,n,z15			
O:44	V	V 44:r:–	V 44:r:–	V 44:r:–	bongori	–	V	44	44	r	–			
O:44	V	Brackenridge	I 44:z:1,5	I 44:z:1,5	enterica	enterica	I	44	44	z	1,5			
O:44	V	Uhlenhorst	I 44:z:l,w	I 44:z:l,w	enterica	enterica	I	44	44	z	l,w			
O:44	V	Bolama	I 44:z:e,n,x	I 44:z:e,n,x	enterica	enterica	I	44	44	z	e,n,x			
O:44	V	Goodmayes	I 44:z:e,n,z15	I 44:z:e,n,z15	enterica	enterica	I	44	44	z	e,n,z15		48	
O:44	V	Kua	I 44:z4,z23:–	I 44:z4,z23:–	enterica	enterica	I	44	44	z4,z23	–			
O:44	V	Ploufragan	I 1,44:z4,z23:e,n,z15	I [1],44:z4,z23:e,n,z15	enterica	enterica	I	1,44	[1],44	z4,z23	e,n,z15			
O:44	V	II 44:z4,z23:–	II 44:z4,z23:–	II 44:z4,z23:–	enterica	salamae	II	44	44	z4,z23	–			
O:44	V	IIIa 44:z4,z23:–	IIIa 44:z4,z23:–	IIIa 44:z4,z23:–	enterica	arizonae	IIIa	44	44	z4,z23	–			
O:44	V	IV 44:z4,z23:–	IV 44:z4,z23:–	IV 44:z4,z23:–	enterica	houtenae	IV	44	44	z4,z23	–			
O:44	V	IIIa 44:z4,z23,z32:–	IIIa 44:z4,z23,z32:–	IIIa 44:z4,z23,z32:–	enterica	arizonae	IIIa	44	44	z4,z23,z32	–			
O:44	V	Christiansborg	I 44:z4,z24:–	I 44:z4,z24:–	enterica	enterica	I	44	44	z4,z24	–			
O:44	V	IIIa 44:z4,z24:–	IIIa 44:z4,z24:–	IIIa 44:z4,z24:–	enterica	arizonae	IIIa	44	44	z4,z24	–			
O:44	V	IV 44:z4,z24:–	IV 44:z4,z24:–	IV 44:z4,z24:–	enterica	houtenae	IV	44	44	z4,z24	–			
O:44	V	IIIa 44:z4,z32:–	IIIa 44:z4,z32:–	IIIa 44:z4,z32:–	enterica	arizonae	IIIa	44	44	z4,z32	–			
O:44	V	IV 1,44:z4,z32:–	IV 1,44:z4,z32:–	IV [1],44:z4,z32:–	enterica	houtenae	IV	1,44	[1],44	z4,z32	–			
O:44	V	Guinea	I 1,44:z10:1,7	I [1],44:z10:1,7	enterica	enterica	I	1,44	[1],44	z10	1,7			
O:44	V	Llobregat	I 1,44:z10:e,n,x	I [1],44:z10:e,n,x	enterica	enterica	I	1,44	[1],44	z10	e,n,x			
O:44	V	II 44:z29:e,n,x:z42	II 44:z29:e,n,x:z42	II 44:z29:e,n,x:z42	enterica	salamae	II	44	44	z29	e,n,x	z42		
O:44	V	Zinder	I 44:z29:–	I 44:z29:–	enterica	enterica	I	44	44	z29	–			
O:44	V	IV 44:z29:–	IV 44:z29:–	IV 44:z29:–	enterica	houtenae	IV	44	44	z29	–			
O:44	V	IV 44:z36,[z38]:–	IV 44:z36,[z38]:–	IV 44:z36,[z38]:–	enterica	houtenae	IV	44	44	z36,[z38]	–			
O:44	V	Koketime	I 44:z38:–	I 44:z38:–	enterica	enterica	I	44	44	z38	–			
O:44	V	II 1,44:z39:e,n,x,z15	II 1,44:z39:e,n,x,z15	II [1],44:z39:e,n,x,z15	enterica	salamae	II	1,44	[1],44	z39	e,n,x,z15			
O:44	V	V 44:z39:–	V 44:z39:–	V 44:z39:–	bongori	–	V	44	44	z39	–			
O:45	W	VI 45:a:e,n,x	VI 45:a:e,n,x	VI 45:a:e,n,x	enterica	indica	VI	45	45	a	e,n,x			
O:45	W	Meekatharra	I 45:a:e,n,z15	I 45:a:e,n,z15	enterica	enterica	I	45	45	a	e,n,z15			
O:45	W	II 45:a:z10	II 45:a:z10	II 45:a:z10	enterica	salamae	II	45	45	a	z10			
O:45	W	Riverside	I 45:b:1,5	I 45:b:1,5	enterica	enterica	I	45	45	b	1,5			
O:45	W	Leinster	I 45:b:1,6	I 45:b:1,6	enterica	enterica	I	45	45	b	1,6		47	
O:45	W	Fomeco	I 45:b:e,n,z15	I 45:b:e,n,z15	enterica	enterica	I	45	45	b	e,n,z15			
O:45	W	Deversoir	I 45:c:e,n,x	I 45:c:e,n,x	enterica	enterica	I	45	45	c	e,n,x			
O:45	W	Dugbe	I 45:d:1,6	I 45:d:1,6	enterica	enterica	I	45	45	d	1,6			
O:45	W	Karachi	I 45:d:e,n,x	I 45:d:e,n,x	enterica	enterica	I	45	45	d	e,n,x			
O:45	W	Warmsen	I 45:d:e,n,z15	I 45:d:e,n,z15	enterica	enterica	I	45	45	d	e,n,z15			
O:45	W	Suelldorf	I 45:f,g:–	I 45:f,g:–	enterica	enterica	I	45	45	f,g	–			
O:45	W	Tornow	I 45:g,m,[s],[t]:–	I 45:g,m,[s],[t]:–	enterica	enterica	I	45	45	g,m,[s],[t]	–			
O:45	W	II 45:g,m,s,t:1,5	II 45:g,m,s,t:1,5	II 45:g,m,s,t:1,5	enterica	salamae	II	45	45	g,m,s,t	1,5			
O:45	W	II 45:g,m,s,t:e,n,x	II 45:g,m,s,t:e,n,x	II 45:g,m,s,t:e,n,x	enterica	salamae	II	45	45	g,m,s,t	e,n,x			
O:45	W	II 45:g,m,t:e,n,x,z15	II 45:g,m,t:e,n,x,z15	II 45:g,m,t:e,n,x,z15	enterica	salamae	II	45	45	g,m,t	e,n,x,z15			
O:45	W	Binningen	I 45:g,s,t:–	I 45:g,s,t:–	enterica	enterica	I	45	45	g,s,t	–			
O:45	W	IIIa 45:g,z51:–	IIIa 45:g,z51:–	IIIa 45:g,z51:–	enterica	arizonae	IIIa	45	45	g,z51	–			
O:45	W	IV 45:g,z51:–	IV 45:g,z51:–	IV 45:g,z51:–	enterica	houtenae	IV	45	45	g,z51	–			
O:45	W	II 45:m,t:1,5	II 45:m,t:1,5	II 45:m,t:1,5	enterica	salamae	II	45	45	m,t	1,5			
O:45	W	Apapa	I 45:m,t:–	I 45:m,t:–	enterica	enterica	I	45	45	m,t	–			
O:45	W	Verviers	I 45:k:1,5	I 45:k:1,5	enterica	enterica	I	45	45	k	1,5			
O:45	W	Casablanca	I 45:k:1,7	I 45:k:1,7	enterica	enterica	I	45	45	k	1,7			
O:45	W	Cairns	I 45:k:e,n,z15	I 45:k:e,n,z15	enterica	enterica	I	45	45	k	e,n,z15			
O:45	W	Imo	I 45:l,v:[e,n,z15]	I 45:l,v:[e,n,z15]	enterica	enterica	I	45	45	l,v	[e,n,z15]			
O:45	W	Kofandoka	I 45:r:e,n,z15	I 45:r:e,n,z15	enterica	enterica	I	45	45	r	e,n,z15			
O:45	W	II 45:z:1,5	II 45:z:1,5	II 45:z:1,5	enterica	salamae	II	45	45	z	1,5			
O:45	W	Yopougon	I 45:z:e,n,z15	I 45:z:e,n,z15	enterica	enterica	I	45	45	z	e,n,z15			
O:45	W	II 45:z:z39	II 45:z:z39	II 45:z:z39	enterica	salamae	II	45	45	z	z39			
O:45	W	IIIa 45:z4,z23:–	IIIa 45:z4,z23:–	IIIa 45:z4,z23:–	enterica	arizonae	IIIa	45	45	z4,z23	–			
O:45	W	IV 45:z4,z23:–	IV 45:z4,z23:–	IV 45:z4,z23:–	enterica	houtenae	IV	45	45	z4,z23	–			
O:45	W	Transvaal	I 45:z4,z24:–	I 45:z4,z24:–	enterica	enterica	I	45	45	z4,z24	–			
O:45	W	IIIa 45:z4,z24:–	IIIa 45:z4,z24:–	IIIa 45:z4,z24:–	enterica	arizonae	IIIa	45	45	z4,z24	–			
O:45	W	IIIa 45:z4,z32:–	IIIa 45:z4,z32:–	IIIa 45:z4,z32:–	enterica	arizonae	IIIa	45	45	z4,z32	–			
O:45	W	Aprad	I 45:z10:–	I 45:z10:–	enterica	enterica	I	45	45	z10	–			
O:45	W	Jodhpur	I 45:z29:–:[z45]	I 45:z29:–:[z45]	enterica	enterica	I	45	45	z29	–	[z45]		
O:45	W	II 45:z29:1,5	II 45:z29:1,5	II 45:z29:1,5	enterica	salamae	II	45	45	z29	1,5			
O:45	W	II 45:z29:e,n,x	II 45:z29:e,n,x	II 45:z29:e,n,x	enterica	salamae	II	45	45	z29	e,n,x			
O:45	W	II 45:z29:z42	II 45:z29:z42	II 45:z29:z42	enterica	salamae	II	45	45	z29	z42			
O:45	W	IIIa 45:z29:–	IIIa 45:z29:–	IIIa 45:z29:–	enterica	arizonae	IIIa	45	45	z29	–			
O:45	W	Lattenkamp	I 45:z35:1,5	I 45:z35:1,5	enterica	enterica	I	45	45	z35	1,5			
O:45	W	Balcones	I 45:z36:–	I 45:z36:–	enterica	enterica	I	45	45	z36	–			
O:45	W	IIIa 45:z36:–	IIIa 45:z36:–	IIIa 45:z36:–	enterica	arizonae	IIIa	45	45	z36	–			
O:45	W	IV 45:z36,z38:–	IV 45:z36,z38:–	IV 45:z36,z38:–	enterica	houtenae	IV	45	45	z36,z38	–			
O:47	X	II 47:a:1,5	II 47:a:1,5	II 47:a:1,5	enterica	salamae	II	47	47	a	1,5			
O:47	X	II 47:a:e,n,x,z15	II 47:a:e,n,x,z15	II 47:a:e,n,x,z15	enterica	salamae	II	47	47	a	e,n,x,z15			
O:47	X	Wenatchee	I 47:b:1,2	I 47:b:1,2	enterica	enterica	I	47	47	b	1,2			
O:47	X	II 47:b:1,5	II 47:b:1,5	II 47:b:1,5	enterica	salamae	II	47	47	b	1,5			
O:47	X	II 47:b:e,n,x,z15	II 47:b:e,n,x,z15	II 47:b:e,n,x,z15	enterica	salamae	II	47	47	b	e,n,x,z15			
O:47	X	Sya	I 47:b:z6	I 47:b:z6	enterica	enterica	I	47	47	b	z6			
O:47	X	II 47:b:z6	II 47:b:z6	II 47:b:z6	enterica	salamae	II	47	47	b	z6			
O:47	X	IIIb 47:c:1,5,7	IIIb 47:c:1,5,7	IIIb 47:c:1,5,7	enterica	diarizonae	IIIb	47	47	c	1,5,7			
O:47	X	Kodjovi	I 47:c:1,6:[z78]	I 47:c:1,6:[z78]	enterica	enterica	I	47	47	c	1,6	[z78]		
O:47	X	IIIb 47:c:e,n,x,z15:[z57]	IIIb 47:c:e,n,x,z15:[z57]	IIIb 47:c:e,n,x,z15:[z57]	enterica	diarizonae	IIIb	47	47	c	e,n,x,z15	[z57]		
O:47	X	IIIb 47:c:z	IIIb 47:c:z	IIIb 47:c:z	enterica	diarizonae	IIIb	47	47	c	z			
O:47	X	Braeswood	I 47:c:z6	I 47:c:z6	enterica	enterica	I	47	47	c	z6		48	
O:47	X	IIIb 47:c:z35	IIIb 47:c:z35	IIIb 47:c:z35	enterica	diarizonae	IIIb	47	47	c	z35			
O:47	X	II 47:d:1,5	II 47:d:1,5	II 47:d:1,5	enterica	salamae	II	47	47	d	1,5			
O:47	X	Stellingen	I 47:d:e,n,x:[z58]	I 47:d:e,n,x:[z58]	enterica	enterica	I	47	47	d	e,n,x	[z58]		
O:47	X	II 47:d:e,n,x,z15	II 47:d:e,n,x,z15	II 47:d:e,n,x,z15	enterica	salamae	II	47	47	d	e,n,x,z15			
O:47	X	II 47:d:z39	II 47:d:z39	II 47:d:z39	enterica	salamae	II	47	47	d	z39			
O:47	X	II 47:e,n,x,z15:1,6	II 47:e,n,x,z15:1,6	II 47:e,n,x,z15:1,6	enterica	salamae	II	47	47	e,n,x,z15	1,6			
O:47	X	Sljeme	I 1,47:f,g:–	I [1],47:f,g:–	enterica	enterica	I	1,47	[1],47	f,g	–			
O:47	X	Luke	I 1,47:g,m:–	I [1],47:g,m:–	enterica	enterica	I	1,47	[1],47	g,m	–			
O:47	X	Carshalton	I 47:g,m,s:–	I 47:g,m,s:–	enterica	enterica	I	47	47	g,m,s	–		48	
O:47	X	II 47:[g,t]:e,n,x	II 47:[g,t]:e,n,x	II 47:[g,t]:e,n,x	enterica	salamae	II	47	47	[g,t]	e,n,x			
O:47	X	IIIa 47:g,z51:–	IIIa 47:g,z51:–	IIIa 47:g,z51:–	enterica	arizonae	IIIa	47	47	g,z51	–			
O:47	X	Mesbit	I 47:m,t:e,n,z15	I 47:m,t:e,n,z15	enterica	enterica	I	47	47	m,t	e,n,z15			
O:47	X	IIIb 47:i:e,n,x,z15:[z50]	IIIb 47:i:e,n,x,z15:[z50]	IIIb 47:i:e,n,x,z15:[z50]	enterica	diarizonae	IIIb	47	47	i	e,n,x,z15	[z50]		
O:47	X	Bergen	I 47:i:e,n,z15	I 47:i:e,n,z15	enterica	enterica	I	47	47	i	e,n,z15			
O:47	X	IIIb 47:i:z	IIIb 47:i:z	IIIb 47:i:z	enterica	diarizonae	IIIb	47	47	i	z			
O:47	X	IIIb 47:i:z35	IIIb 47:i:z35	IIIb 47:i:z35	enterica	diarizonae	IIIb	47	47	i	z35			
O:47	X	IIIb 47:i:z53:[z57],[z84]	IIIb 47:i:z53:[z57],[z84]	IIIb 47:i:z53:[z57],[z84]	enterica	diarizonae	IIIb	47	47	i	z53	[z57],[z84]		
O:47	X	Staoueli	I 47:k:1,2	I 47:k:1,2	enterica	enterica	I	47	47	k	1,2			
O:47	X	Bootle	I 47:k:1,5	I 47:k:1,5	enterica	enterica	I	47	47	k	1,5			
O:47	X	IIIb 47:k:1,5,7	IIIb 47:k:1,5,7	IIIb 47:k:1,5,7	enterica	diarizonae	IIIb	47	47	k	1,5,7			
O:47	X	Dahomey	I 47:k:1,6:[z58]	I 47:k:1,6:[z58]	enterica	enterica	I	47	47	k	1,6	[z58]		
O:47	X	IIIb 47:k:e,n,x,z15	IIIb 47:k:e,n,x,z15	IIIb 47:k:e,n,x,z15	enterica	diarizonae	IIIb	47	47	k	e,n,x,z15			
O:47	X	Lyon	I 47:k:e,n,z15	I 47:k:e,n,z15	enterica	enterica	I	47	47	k	e,n,z15			
O:47	X	IIIb 47:k:z	IIIb 47:k:z	IIIb 47:k:z	enterica	diarizonae	IIIb	47	47	k	z			
O:47	X	IIIb 47:k:z35	IIIb 47:k:z35	IIIb 47:k:z35	enterica	diarizonae	IIIb	47	47	k	z35			
O:47	X	IIIb 47:k:z53:[z84]	IIIb 47:k:z53:[z84]	IIIb 47:k:z53:[z84]	enterica	diarizonae	IIIb	47	47	k	z53	[z84]		
O:47	X	IIIb 47:l,v:1,[5],7:[z50]	IIIb 47:l,v:1,[5],7:[z50]	IIIb 47:l,v:1,[5],7:[z50]	enterica	diarizonae	IIIb	47	47	l,v	1,[5],7	[z50]		
O:47	X	Drac	I 47:l,v:e,n,x	I 47:l,v:e,n,x	enterica	enterica	I	47	47	l,v	e,n,x			
O:47	X	IIIb 47:l,v:e,n,x,z15	IIIb 47:l,v:e,n,x,z15	IIIb 47:l,v:e,n,x,z15	enterica	diarizonae	IIIb	47	47	l,v	e,n,x,z15			
O:47	X	IIIb 47:l,v:z	IIIb 47:l,v:z	IIIb 47:l,v:z	enterica	diarizonae	IIIb	47	47	l,v	z			
O:47	X	IIIb 47:l,v:z35	IIIb 47:l,v:z35	IIIb 47:l,v:z35	enterica	diarizonae	IIIb	47	47	l,v	z35			
O:47	X	IIIb 47:l,v:z53	IIIb 47:l,v:z53	IIIb 47:l,v:z53	enterica	diarizonae	IIIb	47	47	l,v	z53			
O:47	X	IIIb 47:l,v:z57	IIIb 47:l,v:z57	IIIb 47:l,v:z57	enterica	diarizonae	IIIb	47	47	l,v	z57			
O:47	X	IV 47:l,v:–	IV 47:l,v:–	IV 47:l,v:–	enterica	houtenae	IV	47	47	l,v	–			
O:47	X	Teshie	I 1,47:l,z13,z28:e,n,z15	I [1],47:l,z13,z28:e,n,z15	enterica	enterica	I	1,47	[1],47	l,z13,z28	e,n,z15			
O:47	X	IIIb 47:r:e,n,x,z15	IIIb 47:r:e,n,x,z15	IIIb 47:r:e,n,x,z15	enterica	diarizonae	IIIb	47	47	r	e,n,x,z15			
O:47	X	Dapango	I 47:r:1,2	I 47:r:1,2	enterica	enterica	I	47	47	r	1,2			
O:47	X	IIIb 47:r:1,5,7	IIIb 47:r:1,5,7	IIIb 47:r:1,5,7	enterica	diarizonae	IIIb	47	47	r	1,5,7			
O:47	X	IIIb 47:r:z	IIIb 47:r:z	IIIb 47:r:z	enterica	diarizonae	IIIb	47	47	r	z			
O:47	X	IIIb 47:r,[i]:z35	IIIb 47:r,[i]:z35	IIIb 47:r,[i]:z35	enterica	diarizonae	IIIb	47	47	r,[i]	z35			
O:47	X	IIIb 47:r:z53:[z70],[z74],[z77],[z90]	IIIb 47:r:z53:[z70],[z74],[z77],[z90]	IIIb 47:r:z53:[z70],[z74],[z77],[z90]	enterica	diarizonae	IIIb	47	47	r	z53	[z70],[z74],[z77],[z90]		
O:47	X	Moualine	I 47:y:1,6	I 47:y:1,6	enterica	enterica	I	47	47	y	1,6			
O:47	X	Blitta	I 47:y:e,n,x	I 47:y:e,n,x	enterica	enterica	I	47	47	y	e,n,x			
O:47	X	Mountpleasant	I 47:z:1,5	I 47:z:1,5	enterica	enterica	I	47	47	z	1,5			
O:47	X	Kaolack	I 47:z:1,6	I 47:z:1,6	enterica	enterica	I	47	47	z	1,6			
O:47	X	II 47:z:e,n,x,z15	II 47:z:e,n,x,z15	II 47:z:e,n,x,z15	enterica	salamae	II	47	47	z	e,n,x,z15			
O:47	X	II 47:z:z6	II 47:z:z6	II 47:z:z6	enterica	salamae	II	47	47	z	z6			
O:47	X	Forges	I 47:z4,z23:1,2	I 47:z4,z23:1,2	enterica	enterica	I	47	47	z4,z23	1,2		48	
O:47	X	Tabligbo	I 47:z4,z23:e,n,z15	I 47:z4,z23:e,n,z15	enterica	enterica	I	47	47	z4,z23	e,n,z15			
O:47	X	Fehrbellin	I 47:z4,z23:1,6	I 47:z4,z23:1,6	enterica	enterica	I	47	47	z4,z23	1,6			
O:47	X	Bere	I 47:z4,z23:z6:[z45],[z58]	I 47:z4,z23:z6:[z45],[z58]	enterica	enterica	I	47	47	z4,z23	z6	[z45],[z58]		
O:47	X	Binche	I 47:z4,z23:l,w	I 47:z4,z23:l,w	enterica	enterica	I	47	47	z4,z23	l,w			
O:47	X	IIIa 47:z4,z23:–	IIIa 47:z4,z23:–	IIIa 47:z4,z23:–	enterica	arizonae	IIIa	47	47	z4,z23	–			
O:47	X	Tamberma	I 47:z4,z24:–	I 47:z4,z24:–	enterica	enterica	I	47	47	z4,z24	–			
O:47	X	II 47:z6:1,6	II 47:z6:1,6	II 47:z6:1,6	enterica	salamae	II	47	47	z6	1,6			
O:47	X	IIIb 47:z10:1,5,7	IIIb 47:z10:1,5,7	IIIb 47:z10:1,5,7	enterica	diarizonae	IIIb	47	47	z10	1,5,7			
O:47	X	Namoda	I 47:z10:e,n,z15	I 47:z10:e,n,z15	enterica	enterica	I	47	47	z10	e,n,z15			
O:47	X	IIIb 47:z10:z	IIIb 47:z10:z	IIIb 47:z10:z	enterica	diarizonae	IIIb	47	47	z10	z			
O:47	X	IIIb 47:z10:z35	IIIb 47:z10:z35	IIIb 47:z10:z35	enterica	diarizonae	IIIb	47	47	z10	z35			
O:47	X	II 47:z29:e,n,x,z15	II 47:z29:e,n,x,z15	II 47:z29:e,n,x,z15	enterica	salamae	II	47	47	z29	e,n,x,z15			
O:47	X	Ekpoui	I 47:z29:–	I 47:z29:–	enterica	enterica	I	47	47	z29	–			
O:47	X	IIIa 47:z29:–	IIIa 47:z29:–	IIIa 47:z29:–	enterica	arizonae	IIIa	47	47	z29	–			
O:47	X	Yombesali	I 47:z35:z6	I 47:z35:z6	enterica	enterica	I	47	47	z35	z6			
O:47	X	Bingerville	I 47:z35:e,n,z15	I 47:z35:e,n,z15	enterica	enterica	I	47	47	z35	e,n,z15			
O:47	X	IV 47:z36:–	IV 47:z36:–	IV 47:z36:–	enterica	houtenae	IV	47	47	z36	–			
O:47	X	Alexanderplatz	I 47:z38:–	I 47:z38:–	enterica	enterica	I	47	47	z38	–			
O:47	X	Quinhon	I 47:z44:–	I 47:z44:–	enterica	enterica	I	47	47	z44	–			
O:47	X	IIIb 47:z52:1,5:z54	IIIb 47:z52:1,5:z54	IIIb 47:z52:1,5:z54	enterica	diarizonae	IIIb	47	47	z52	1,5	z54		
O:47	X	IIIb 47:z52:1,5,7	IIIb 47:z52:1,5,7	IIIb 47:z52:1,5,7	enterica	diarizonae	IIIb	47	47	z52	1,5,7			
O:47	X	IIIb 47:z52:e,n,x,z15	IIIb 47:z52:e,n,x,z15	IIIb 47:z52:e,n,x,z15	enterica	diarizonae	IIIb	47	47	z52	e,n,x,z15			
O:47	X	IIIb 47:z52:z	IIIb 47:z52:z	IIIb 47:z52:z	enterica	diarizonae	IIIb	47	47	z52	z			
O:47	X	IIIb 47:z52:z35	IIIb 47:z52:z35	IIIb 47:z52:z35	enterica	diarizonae	IIIb	47	47	z52	z35			
O:47	X	IIIb 47:z53:–:[z90]	IIIb 47:z53:–:[z90]	IIIb 47:z53:–:[z90]	enterica	diarizonae	IIIb	47	47	z53	–	[z90]		
O:48	Y	Hisingen	I 48:a:1,5,7	I 48:a:1,5,7	enterica	enterica	I	48	48	a	1,5,7			
O:48	Y	II 48:a:z6	II 48:a:z6	II 48:a:z6	enterica	salamae	II	48	48	a	z6			
O:48	Y	II 48:a:z39	II 48:a:z39	II 48:a:z39	enterica	salamae	II	48	48	a	z39			
O:48	Y	II 48:b:z6	II 48:b:z6	II 48:b:z6	enterica	salamae	II	48	48	b	z6			
O:48	Y	II 48:b:e,n,x,z15	II 48:b:e,n,x,z15	II 48:b:e,n,x,z15	enterica	salamae	II	48	48	b	e,n,x,z15			
O:48	Y	V 48:b:–	V 48:b:–	V 48:b:–	bongori	–	V	48	48	b	–			
O:48	Y	IIIb 48:c:z	IIIb 48:c:z	IIIb 48:c:z	enterica	diarizonae	IIIb	48	48	c	z			
O:48	Y	II 48:d:1,2	II 48:d:1,2	II 48:d:1,2	enterica	salamae	II	48	48	d	1,2			
O:48	Y	II 48:d:z6	II 48:d:z6	II 48:d:z6	enterica	salamae	II	48	48	d	z6			
O:48	Y	Buckeye	I 48:d:–:[z58]	I 48:d:–:[z58]	enterica	enterica	I	48	48	d	–	[z58]		
O:48	Y	Fitzroy	I 48:e,h:1,5	I 48:e,h:1,5	enterica	enterica	I	48	48	e,h	1,5			
